fluid,T,P,Tc,Pc,omega,rho_PR,rho_CP,rho_dev_pct,Cp_PR,Cp_CP,Cp_dev_pct,in_two_phase
水,470,1.6,647.1,22.064,0.344,7.990271754505681,868.417789585018,-99.07990464378626,2.8138109415398977,4.479070530140219,-37.17868645725901,0
水,470,2.1,647.1,22.064,0.344,10.79462034534978,868.7904036395668,-98.75751155858437,3.2177788201001056,4.476278838729236,-28.114870944599247,0
水,470,2.6,647.1,22.064,0.344,13.790695092661302,869.1618324355406,-98.41333402158061,3.722938459760973,4.473506603447965,-16.778071661020686,0
水,470,3.1,647.1,22.064,0.344,17.018544533610562,869.5320858838156,-98.04279280662628,4.36886393304786,4.470753581149718,-2.2790262592745254,0
水,470,3.6,647.1,22.064,0.344,20.53441239265402,869.9011737590661,-97.63945457115322,5.219870727254923,4.4680195332715265,16.827392727016218,0
水,470,4.1,647.1,22.064,0.344,24.42171908688692,870.2691057024016,-97.19377386524873,6.388927094838392,4.465304225490472,43.07932387600372,0
水,470,4.6,647.1,22.064,0.344,28.813998635051085,870.6358912239024,-96.69046510424172,8.09737053571217,4.462607427671298,81.44931336560751,0
水,470,5.1,647.1,22.064,0.344,33.95103123862562,871.0015397051017,-96.10206989414502,10.857489944527055,4.459928913768575,143.44535875915193,0
水,470,5.6,647.1,22.064,0.344,40.35705472674275,871.3660604014334,-95.36853033865577,16.258355785193736,4.457268461731754,264.76052373289133,0
水,470,6.6,647.1,22.064,0.344,715.0018809213211,872.0917548447957,-18.01299840880063,20.31000366476121,4.4520008744783635,356.1994536252402,0
水,470,7.1,647.1,22.064,0.344,715.2535181315578,872.4529464931492,-18.018098167180153,20.249579603973757,4.449393314319068,355.10877941058664,0
水,470,7.6,647.1,22.064,0.344,715.50426367208,872.8130461637373,-18.023193303889574,20.189410351430414,4.446802965968622,354.0207988961946,0
水,470,8.1,647.1,22.064,0.344,715.754124224524,873.1720625158283,-18.02828389146391,20.129580149965722,4.444229626019789,352.93744571865403,0
水,470,8.6,647.1,22.064,0.344,716.0031070513037,873.5300040959606,-18.033369925018857,20.070293771012796,4.4416730945448615,351.86337093701405,0
水,470,9.1,647.1,22.064,0.344,716.2512186229114,873.886879340005,-18.038451479686522,20.011183481785196,4.439133175017857,350.79033885269047,0
水,470,9.6,647.1,22.064,0.344,716.4984636693208,874.2426965751317,-18.04352881914576,19.952583983603073,4.436609674239077,349.72592697204414,0
水,470,10.1,647.1,22.064,0.344,716.744848921899,874.5974640218135,-18.048601967587853,19.89428808596622,4.434102402261488,348.6655083973636,0
水,480,0.1,647.1,22.064,0.344,0.4533339951743501,0.4536093061640281,-0.0606934174270403,1.9927144777636356,1.9764370955668986,0.8235719838110105,0
水,480,0.6,647.1,22.064,0.344,2.780848385658649,2.793606057831669,-0.4566739872737191,2.2088475525866933,2.172561954452614,1.6701755298491272,0
水,480,1.1,647.1,22.064,0.344,5.219109509580635,5.275109157226594,-1.0615827270463725,2.4653798801701083,2.4398528777950435,1.04625170670677,0
水,480,1.6,647.1,22.064,0.344,7.783162709143173,7.938443867019903,-1.9560654515911133,2.772531632187975,2.852529654011066,-2.8044589023150728,0
水,480,2.1,647.1,22.064,0.344,10.49178578177202,856.7853693614614,-98.77544760252019,3.1443545958045713,4.530955129717382,-30.602830842849244,0
水,480,2.6,647.1,22.064,0.344,13.368928990453906,857.184953081812,-98.44036821430556,3.60077507185633,4.5277434577323294,-20.473076589464316,0
水,480,3.1,647.1,22.064,0.344,16.445959136198027,857.5831308766518,-98.08228980444305,4.171117558853031,4.524556617200161,-7.811573337452038,0
水,480,3.6,647.1,22.064,0.344,19.765335558297185,857.9799156916204,-97.69629391122001,4.900601880929666,4.521394265909107,8.386961913048573,0
水,480,4.1,647.1,22.064,0.344,23.387023500249718,858.3753202768875,-97.27543151022728,5.863281608590118,4.518256068450322,29.768687736220194,0
水,480,4.6,647.1,22.064,0.344,27.40064414234175,858.7693571912833,-96.80931277846719,7.1906091259204965,4.515141696041736,59.25544777972854,0
水,480,5.1,647.1,22.064,0.344,31.951246165198274,859.1620388062881,-96.28111523530636,9.144164138866522,4.512050826357181,102.66092938161984,0
水,480,5.6,647.1,22.064,0.344,37.30388358689048,859.5533773099447,-95.66008527549079,12.3448767516142,4.508983143361386,173.78405194948814,0
水,480,6.1,647.1,22.064,0.344,44.05757946720267,859.9433847106366,-94.87668836687108,18.817750048772293,4.505938337149539,317.621117750946,0
水,480,7.1,647.1,22.064,0.344,703.8581947394432,860.7194533604651,-18.224435152313117,22.075103357611365,4.499916145186931,390.56699381437795,0
水,480,7.6,647.1,22.064,0.344,704.1378926156175,861.1055377608611,-18.22861870722696,22.005121138248782,4.496938168908559,389.3356393109935,0
水,480,8.1,647.1,22.064,0.344,704.416512122314,861.4903373677228,-18.232801742773656,21.935747193498553,4.493981888072475,388.11383178286616,0
水,480,8.6,647.1,22.064,0.344,704.6940613006471,861.8738633446676,-18.23698440442943,21.866715839993322,4.491047021195474,386.8957224627903,0
水,480,9.1,647.1,22.064,0.344,704.9705494730426,862.2561266964162,-18.241166673524933,21.79821375475826,4.488133292063721,385.68552527848533,0
